news_id,company_id,tarih,kaynak,baslik,sentiment
N01758,F00442,2025-09-12,Bloomberg HT,"Berrak Metal Ltd. Şti., 2025 yılı genel kurul toplantısını İzmir'de gerçekleştirdi.",notr
N01759,F00664,2022-04-05,Bloomberg HT,Mavera Enerji Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01760,F01197,2024-03-08,Sözcü,"Erguvan Holding Ltd. Şti., 2024 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01761,F00318,2026-02-11,Hürriyet Ekonomi,"Doruk Ticaret Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01762,F00318,2023-08-05,Sözcü,"Doruk Ticaret Ltd. Şti., 2023 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01763,F00649,2022-07-03,Ekonomim,"Zirve Holding A.Ş., 2022 yılında Metal ve Makine sektöründe 351 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01764,F00710,2025-06-09,Ekonomim,"Deniz Makine A.Ş., sektör raporlarında Enerji alanındaki oyunculardan biri olarak yer aldı.",notr
N01765,F00973,2022-02-18,Ekonomim,Vadi Enerji Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01766,F00628,2023-02-06,Ekonomim,"Toprak Turizm A.Ş., sektör raporlarında Lojistik alanındaki oyunculardan biri olarak yer aldı.",notr
N01767,F00633,2022-10-15,Sözcü,Doruk Kimya A.Ş. hakkında İstanbul Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01768,F00633,2023-05-11,Dünya Gazetesi,"Doruk Kimya A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01769,F01172,2022-12-04,Sözcü,"Pusula Tekstil A.Ş., 2022 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01770,F01107,2026-07-31,Dünya Gazetesi,"Doğuş Otomotiv Ltd. Şti. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01771,F01107,2024-05-23,Bloomberg HT,Doğuş Otomotiv Ltd. Şti. hakkında Gaziantep Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01772,F00796,2026-06-20,Ekonomim,Toprak Danışmanlık A.Ş. hakkında İstanbul Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01773,F00646,2023-08-12,Sözcü,"Ege Sistem A.Ş., 2023 yılı genel kurul toplantısını İstanbul'de gerçekleştirdi.",notr
N01774,F01013,2023-10-18,Sözcü,"Toprak Grup Ltd. Şti. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01775,F00557,2025-10-13,Bloomberg HT,"Erguvan Sistem Ltd. Şti., sektör raporlarında Tarım alanındaki oyunculardan biri olarak yer aldı.",notr
N01776,F00682,2026-04-24,Sözcü,"Bahar Danışmanlık A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01777,F00682,2022-03-07,Sözcü,"Bahar Danışmanlık A.Ş., sektör raporlarında Bilişim ve Yazılım alanındaki oyunculardan biri olarak yer aldı.",notr
N01778,F00578,2025-03-24,Ekonomim,"Yörünge Otomotiv A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01779,F00525,2023-10-27,Sözcü,"Doğuş Sistem Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01780,F01060,2026-02-20,Hürriyet Ekonomi,"Rüzgar Sistem A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01781,F00541,2023-10-27,Dünya Gazetesi,Bereket Kimya Ltd. Şti. hakkında İzmir Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01782,F00541,2025-12-04,Dünya Gazetesi,"Bereket Kimya Ltd. Şti., 2025 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01783,F00749,2025-10-18,Hürriyet Ekonomi,"Kaptan Yapı Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01784,F00749,2026-03-09,Bloomberg HT,"Kaptan Yapı Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01785,F01110,2022-09-17,Sözcü,"Vadi Yapı Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01786,F00485,2022-02-28,Hürriyet Ekonomi,"Toros Yazılım Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01787,F00096,2023-10-27,Bloomberg HT,"Kıvılcım Gıda A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01788,F01021,2022-01-30,Ekonomim,"Mavera Ticaret A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01789,F01021,2025-01-09,Ekonomim,"Mavera Ticaret A.Ş. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01790,F01021,2025-06-24,Bloomberg HT,"Mavera Ticaret A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01791,F00564,2025-01-11,Bloomberg HT,"Vadi Turizm Ltd. Şti., sektör raporlarında Enerji alanındaki oyunculardan biri olarak yer aldı.",notr
N01792,F00743,2024-10-27,Ekonomim,"Umut Holding A.Ş., Ankara'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01793,F00743,2022-12-04,Hürriyet Ekonomi,"Umut Holding A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01794,F00743,2025-10-17,Sözcü,"Umut Holding A.Ş., sektör raporlarında Kimya alanındaki oyunculardan biri olarak yer aldı.",notr
N01795,F00864,2024-11-21,Sözcü,"Kaptan Danışmanlık Ltd. Şti., 2024 yılında Tarım sektöründe 225 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01796,F00864,2022-06-13,Bloomberg HT,"Kaptan Danışmanlık Ltd. Şti., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01797,F00892,2024-09-02,Bloomberg HT,"Berrak Yapı Ltd. Şti., 2024 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01798,F01039,2022-05-03,Bloomberg HT,"Toros Danışmanlık Ltd. Şti. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01799,F00207,2026-01-05,Bloomberg HT,"Bahar Endüstri Ltd. Şti., 2026 yılında Metal ve Makine sektöründe 465 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01800,F00207,2023-12-24,Dünya Gazetesi,"Bahar Endüstri Ltd. Şti. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01801,F00393,2025-12-02,Bloomberg HT,"Nokta Holding A.Ş., Samsun'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01802,F00393,2022-11-22,Sözcü,Nokta Holding A.Ş. hakkında Samsun Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01803,F00795,2023-11-21,Hürriyet Ekonomi,"Pusula Danışmanlık A.Ş., İzmir'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01804,F00795,2024-05-27,Hürriyet Ekonomi,"Pusula Danışmanlık A.Ş., İzmir'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01805,F00871,2022-07-01,Bloomberg HT,Deniz Turizm Ltd. Şti. hakkında Ankara Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01806,F00398,2022-05-15,Sözcü,"Zirve İnşaat A.Ş. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01807,F00398,2022-12-07,Bloomberg HT,"Zirve İnşaat A.Ş., 2022 yılı genel kurul toplantısını Adana'de gerçekleştirdi.",notr
N01808,F00398,2022-11-26,Sözcü,"Zirve İnşaat A.Ş. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01809,F00767,2023-06-28,Hürriyet Ekonomi,"Bereket Yazılım A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01810,F01100,2023-03-30,Dünya Gazetesi,Anka Endüstri Ltd. Şti. hakkında İstanbul Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01811,F01029,2025-02-28,Sözcü,"Anka Lojistik A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01812,F01029,2026-02-06,Bloomberg HT,"Anka Lojistik A.Ş., Samsun'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01813,F01029,2022-09-01,Bloomberg HT,"Anka Lojistik A.Ş., sektör raporlarında Finans ve Sigorta alanındaki oyunculardan biri olarak yer aldı.",notr
N01814,F00643,2022-05-27,Bloomberg HT,"Berrak Endüstri Ltd. Şti. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01815,F00643,2023-06-30,Dünya Gazetesi,Berrak Endüstri Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01816,F00613,2025-10-08,Bloomberg HT,"Sahil Tekstil Ltd. Şti., 2025 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01817,F00613,2023-01-16,Hürriyet Ekonomi,"Sahil Tekstil Ltd. Şti., 2023 yılı genel kurul toplantısını İstanbul'de gerçekleştirdi.",notr
N01818,F00961,2025-10-16,Bloomberg HT,"Umut Gıda Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01819,F00961,2024-12-06,Bloomberg HT,"Umut Gıda Ltd. Şti., sektör raporlarında Tekstil alanındaki oyunculardan biri olarak yer aldı.",notr
N01820,F00726,2026-07-10,Hürriyet Ekonomi,"Bahar Sistem Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01821,F00684,2024-09-13,Hürriyet Ekonomi,"Mavera Metal Ltd. Şti., sektör raporlarında Finans ve Sigorta alanındaki oyunculardan biri olarak yer aldı.",notr
N01822,F00099,2026-02-15,Dünya Gazetesi,"Kervan Gıda A.Ş., Mersin'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01823,F00099,2024-07-17,Dünya Gazetesi,"Kervan Gıda A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01824,F00099,2026-01-24,Hürriyet Ekonomi,"Kervan Gıda A.Ş., sektör raporlarında Eğitim alanındaki oyunculardan biri olarak yer aldı.",notr
N01825,F00805,2022-11-29,Bloomberg HT,"Doruk Tekstil Ltd. Şti., 2022 yılında Perakende Ticaret sektöründe 36 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01826,F00407,2023-07-16,Bloomberg HT,"Ege Yapı Ltd. Şti. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01827,F00503,2024-12-10,Hürriyet Ekonomi,"Ege Yazılım A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01828,F01072,2023-03-16,Ekonomim,Yıldız Turizm Ltd. Şti. hakkında Kayseri Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01829,F01072,2023-01-08,Bloomberg HT,"Yıldız Turizm Ltd. Şti. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01830,F01072,2022-07-12,Dünya Gazetesi,"Yıldız Turizm Ltd. Şti., sektör raporlarında Otomotiv alanındaki oyunculardan biri olarak yer aldı.",notr
N01831,F01057,2023-09-05,Bloomberg HT,"Vadi Makine Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01832,F00930,2026-01-12,Ekonomim,"Toprak Holding Ltd. Şti., Ankara'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01833,F00930,2026-05-14,Hürriyet Ekonomi,"Toprak Holding Ltd. Şti., Ankara'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01834,F00780,2024-08-19,Bloomberg HT,"Aydın Kimya A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01835,F00201,2024-08-09,Sözcü,"Kıvılcım Grup Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01836,F00201,2025-08-06,Ekonomim,"Kıvılcım Grup Ltd. Şti., sektör raporlarında Bilişim ve Yazılım alanındaki oyunculardan biri olarak yer aldı.",notr
N01837,F00135,2024-08-29,Bloomberg HT,"Deniz Grup A.Ş., 2024 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01838,F00135,2025-08-28,Hürriyet Ekonomi,"Deniz Grup A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01839,F01052,2025-01-17,Bloomberg HT,"Mavera İnşaat Ltd. Şti., 2025 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01840,F01052,2024-08-31,Hürriyet Ekonomi,"Mavera İnşaat Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01841,F00041,2023-04-07,Sözcü,"Erguvan Gıda Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01842,F01018,2024-07-17,Bloomberg HT,"Bumerang Makine A.Ş., 2024 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01843,F00231,2024-06-14,Hürriyet Ekonomi,"Yıldız Teknoloji Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01844,F00379,2023-11-25,Dünya Gazetesi,"Sahil Kimya Ltd. Şti., 2023 yılı genel kurul toplantısını Samsun'de gerçekleştirdi.",notr
N01845,F00379,2026-01-21,Sözcü,"Sahil Kimya Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01846,F00289,2024-03-27,Hürriyet Ekonomi,"Damla Kimya Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01847,F00289,2024-04-16,Dünya Gazetesi,"Damla Kimya Ltd. Şti., Samsun'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01848,F00419,2025-10-22,Bloomberg HT,"Zirve Turizm Ltd. Şti., sektör raporlarında Finans ve Sigorta alanındaki oyunculardan biri olarak yer aldı.",notr
N01849,F00392,2025-10-02,Dünya Gazetesi,"Anka Endüstri A.Ş., sektör raporlarında Perakende Ticaret alanındaki oyunculardan biri olarak yer aldı.",notr
N01850,F00392,2023-12-31,Sözcü,Anka Endüstri A.Ş. hakkında Ankara Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01851,F00593,2022-07-27,Sözcü,"Kervan Yapı Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01852,F00593,2023-02-17,Bloomberg HT,"Kervan Yapı Ltd. Şti. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01853,F01087,2022-03-26,Dünya Gazetesi,"Deniz Danışmanlık A.Ş., 2022 yılında Tekstil sektöründe 300 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01854,F00648,2024-12-06,Sözcü,"Bumerang Endüstri Ltd. Şti., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01855,F00648,2024-04-30,Hürriyet Ekonomi,"Bumerang Endüstri Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01856,F00521,2024-05-27,Ekonomim,"Anka Lojistik Ltd. Şti., sektör raporlarında Perakende Ticaret alanındaki oyunculardan biri olarak yer aldı.",notr
N01857,F00065,2022-09-10,Ekonomim,"Umut Endüstri Ltd. Şti., 2022 yılı genel kurul toplantısını Ankara'de gerçekleştirdi.",notr
N01858,F00015,2024-02-26,Dünya Gazetesi,"Toros Holding Ltd. Şti., 2024 yılında Tekstil sektöründe 351 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01859,F01065,2022-10-29,Sözcü,"Bahar Metal A.Ş., sektör raporlarında Enerji alanındaki oyunculardan biri olarak yer aldı.",notr
N01860,F01065,2026-07-08,Bloomberg HT,"Bahar Metal A.Ş., Konya'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01861,F00493,2024-01-22,Bloomberg HT,"Bumerang Makine Ltd. Şti., Adana'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01862,F00380,2023-03-06,Bloomberg HT,"Mavera Lojistik Ltd. Şti., 2023 yılı genel kurul toplantısını İzmir'de gerçekleştirdi.",notr
N01863,F00188,2025-09-15,Ekonomim,"Bumerang Tekstil Ltd. Şti., 2025 yılında Tekstil sektöründe 456 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01864,F00188,2023-11-15,Bloomberg HT,"Bumerang Tekstil Ltd. Şti., 2023 yılında Tekstil sektöründe 446 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01865,F00764,2023-06-23,Ekonomim,"Doğuş Sistem A.Ş. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01866,F00764,2026-06-20,Hürriyet Ekonomi,"Doğuş Sistem A.Ş. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01867,F00764,2023-07-26,Dünya Gazetesi,"Doğuş Sistem A.Ş., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01868,F00217,2023-03-13,Hürriyet Ekonomi,"Berrak Yazılım Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01869,F00217,2023-08-01,Hürriyet Ekonomi,Berrak Yazılım Ltd. Şti. hakkında İstanbul Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01870,F00792,2025-02-21,Ekonomim,"Berrak Metal A.Ş. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01871,F00792,2026-06-28,Bloomberg HT,"Berrak Metal A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01872,F01077,2024-06-19,Dünya Gazetesi,"Anka Holding A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01873,F00879,2024-02-15,Hürriyet Ekonomi,"Ege Enerji Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01874,F00879,2025-02-02,Hürriyet Ekonomi,Ege Enerji Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01875,F00338,2026-06-06,Ekonomim,"Aydın Ticaret A.Ş. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01876,F00338,2025-05-31,Bloomberg HT,"Aydın Ticaret A.Ş., sektör raporlarında Otomotiv alanındaki oyunculardan biri olarak yer aldı.",notr
N01877,F00720,2022-04-10,Dünya Gazetesi,"Berrak Ticaret Ltd. Şti. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01878,F00720,2026-07-25,Bloomberg HT,"Berrak Ticaret Ltd. Şti., 2026 yılı genel kurul toplantısını İzmir'de gerçekleştirdi.",notr
N01879,F00296,2024-12-04,Bloomberg HT,"Çınar Sistem Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01880,F00296,2026-01-01,Hürriyet Ekonomi,"Çınar Sistem Ltd. Şti., Bursa'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01881,F00296,2025-06-25,Ekonomim,"Çınar Sistem Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01882,F01017,2026-06-27,Bloomberg HT,"Mavera Lojistik A.Ş., sektör raporlarında Lojistik alanındaki oyunculardan biri olarak yer aldı.",notr
N01883,F01017,2025-04-23,Hürriyet Ekonomi,"Mavera Lojistik A.Ş., 2025 yılı genel kurul toplantısını Eskişehir'de gerçekleştirdi.",notr
N01884,F00456,2022-01-08,Hürriyet Ekonomi,"Aydın Holding A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01885,F00456,2025-04-23,Dünya Gazetesi,Aydın Holding A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01886,F00816,2024-07-23,Ekonomim,"Ege Grup A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01887,F00270,2022-11-25,Hürriyet Ekonomi,"Bumerang Turizm Ltd. Şti., 2022 yılı genel kurul toplantısını Konya'de gerçekleştirdi.",notr
N01888,F00996,2022-04-04,Ekonomim,"Vadi Kimya Ltd. Şti., Antalya'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
